# {"env_id": "SuperMarioBros-v1", "t_start": 1556333252.0456674} 
r,l,t
1063.0,98,89105.543184
2385.0,217,89129.799093
3031.0,590,89202.567317
653.0,67,89209.686966
2666.0,286,89244.230471
2966.0,748,89332.761992
746.0,97,89344.488592
1355.0,120,89360.281151
2577.0,748,89450.006779
648.0,67,89456.872746
648.0,67,89466.531132
252.0,27,89470.19128
3056.0,334,89506.234388
1313.0,162,89525.509769
1714.0,179,89546.374078
653.0,67,89556.463316
3547.0,931,89669.825266
1592.0,160,89688.0709
1659.0,336,89724.689073
2354.0,440,89777.96687
2986.0,748,89862.933883
3040.0,549,89924.333395
611.0,57,89929.751496
607.0,59,89935.663082
606.0,59,89941.534377
1933.0,170,89960.449935
1929.0,174,89981.00021
1708.0,155,89998.571686
1433.0,183,90018.835629
1583.0,162,90036.660119
610.0,57,90042.662643
1708.0,155,90057.830992
611.0,58,90063.328063
1921.0,378,90102.656143
3005.0,697,90178.664746
2064.0,748,90260.079165
3014.0,694,90334.077458
1055.0,101,90346.205407
1970.0,182,90366.361314
1871.0,175,90383.366904
1876.0,175,90402.804704
2375.0,261,90427.996484
3420.0,703,90505.798422
2586.0,565,90563.15184
3050.0,442,90611.883662
1926.0,217,90635.639826
1655.0,231,90659.153488
1698.0,223,90683.773935
2383.0,219,90706.430421
608.0,58,90712.987297
627.0,66,90719.36263
608.0,58,90725.053219
2673.0,748,90803.237019
2359.0,253,90830.246706
1950.0,187,90850.805625
2637.0,235,90876.689877
1944.0,238,90900.541008
1058.0,104,90910.595857
2642.0,239,90933.994596
1932.0,174,90953.283129
2333.0,387,90993.267569
3062.0,333,91025.990116
1906.0,213,91049.035836
1910.0,255,91076.232912
2029.0,748,91156.066498
252.0,27,91158.860436
2043.0,748,91236.03873
2641.0,242,91262.66715
1359.0,125,91275.142247
3045.0,397,91313.720592
2628.0,394,91356.67235
1921.0,205,91375.605469
251.0,27,91377.866631
648.0,70,91384.369235
2991.0,714,91463.157282
750.0,227,91485.574841
1583.0,159,91501.120645
3052.0,358,91540.99732
816.0,134,91554.563053
618.0,63,91560.501096
1051.0,107,91573.195208
2997.0,657,91639.602967
1415.0,227,91663.689654
612.0,57,91670.366718
2780.0,748,91750.003688
2354.0,247,91776.741672
609.0,58,91783.036961
3036.0,566,91841.875064
606.0,57,91847.986168
607.0,57,91854.221864
1419.0,161,91871.154881
3015.0,590,91935.648436
239.0,30,91938.405676
3056.0,436,91983.057213
1057.0,102,91993.09473
3032.0,585,92056.248745
1438.0,139,92070.599775
1405.0,260,92096.132758
1051.0,113,92109.385877
1436.0,140,92123.120112
1050.0,114,92134.210608
3028.0,454,92183.074442
3000.0,622,92248.39254
606.0,58,92254.877532
2608.0,748,92332.141937
605.0,58,92337.938076
3061.0,305,92369.975889
1432.0,175,92388.903216
1904.0,344,92422.519185
3027.0,458,92469.536163
1029.0,222,92492.742754
1354.0,126,92505.646198
2213.0,748,92584.050723
1584.0,171,92600.865804
2367.0,350,92637.365454
1672.0,274,92664.346556
613.0,59,92672.045708
2653.0,275,92701.460848
1034.0,221,92723.176303
250.0,29,92725.994136
250.0,29,92728.960777
250.0,29,92731.647305
250.0,29,92734.496994
609.0,60,92742.034471
609.0,60,92748.572459
2389.0,253,92774.088332
2983.0,748,92854.982855
3069.0,453,92901.140512
2390.0,278,92930.734089
824.0,149,92947.172158
249.0,30,92950.482013
3083.0,405,92990.137203
632.0,73,92999.169615
776.0,141,93013.54439
1028.0,277,93042.866454
3013.0,650,93108.033248
620.0,67,93114.370365
2316.0,530,93169.677
1710.0,177,93188.025608
250.0,29,93191.841638
3000.0,715,93264.879488
3025.0,594,93325.275244
3001.0,710,93398.509493
1885.0,200,93420.315494
1326.0,123,93432.450463
3017.0,637,93499.208259
1425.0,147,93513.807472
2285.0,720,93588.309756
1738.0,166,93606.298102
646.0,72,93614.043179
1937.0,207,93636.504148
828.0,125,93650.997373
3058.0,349,93685.25531
3086.0,309,93715.741959
1715.0,157,93732.521034
615.0,60,93739.555947
3063.0,400,93780.430755
1588.0,173,93799.545629
3061.0,459,93846.655727
3035.0,548,93905.114863
3030.0,539,93961.241075
2383.0,260,93988.871187
2603.0,636,94053.130895
3032.0,525,94107.026566
1076.0,109,94119.56057
609.0,59,94125.305209
1950.0,176,94145.792315
1915.0,248,94170.038436
1043.0,140,94185.74597
3040.0,574,94246.740366
1711.0,157,94261.42252
1937.0,175,94278.83982
2390.0,284,94308.948885
241.0,29,94311.760202
2055.0,748,94389.550156
1440.0,144,94405.756947
3063.0,461,94452.011906
819.0,143,94466.155301
2978.0,738,94545.778508
1931.0,195,94565.164755
1738.0,166,94583.612795
252.0,29,94586.627498
1409.0,255,94613.851804
626.0,66,94620.192329
565.0,304,94651.581883
1157.0,119,94663.548923
249.0,28,94665.924706
608.0,65,94672.179691
2219.0,748,94750.963582
798.0,143,94767.474825
616.0,60,94773.300331
2371.0,261,94800.720008
1339.0,121,94812.857645
612.0,57,94819.258625
2374.0,221,94842.371569
1937.0,169,94860.006299
3010.0,611,94924.430062
628.0,79,94932.168068
2350.0,382,94972.841075
3075.0,335,95007.95659
3037.0,506,95059.813761
1355.0,122,95070.648968
3081.0,288,95102.575252
3039.0,523,95157.730696
612.0,58,95162.970827
1059.0,98,95173.996164
2657.0,323,95206.901008
3053.0,353,95243.746352
1941.0,184,95264.114163
292.0,748,95343.752491
1969.0,170,95360.494446
2362.0,328,95394.082326
2271.0,744,95473.099245
1947.0,174,95490.270268
613.0,58,95497.74394
2399.0,217,95519.502196
1055.0,107,95529.782011
2342.0,415,95572.041645
2357.0,380,95609.752918
2677.0,258,95638.203572
2396.0,214,95663.198144
770.0,102,95673.421066
3014.0,671,95741.435959
653.0,67,95749.884478
612.0,57,95755.971637
2069.0,748,95831.445526
612.0,57,95836.825866
609.0,57,95842.440928
612.0,57,95848.136153
2658.0,243,95871.434587
2666.0,244,95899.696364
2768.0,275,95929.98613
2754.0,748,96009.338211
1958.0,215,96031.168598
648.0,69,96037.499624
3031.0,584,96095.665891
2663.0,239,96121.716116
2358.0,348,96159.094955
2640.0,291,96192.185645
1588.0,144,96206.415693
1355.0,124,96220.766834
1685.0,243,96244.67373
1342.0,133,96257.030603
2054.0,748,96336.351623
614.0,80,96344.132567
2810.0,748,96421.922784
3052.0,482,96471.248815
1919.0,434,96517.97451
1900.0,261,96545.882788
293.0,748,96621.433479
293.0,748,96699.920317
1050.0,128,96712.321671
611.0,58,96718.127888
1689.0,239,96743.954751
610.0,58,96749.375604
1589.0,149,96764.079349
653.0,67,96770.572243
1060.0,163,96788.74955
1704.0,245,96815.289285
2990.0,718,96889.322506
2649.0,388,96930.373246
812.0,154,96947.673729
1680.0,675,97015.784507
397.0,748,97093.124235
815.0,137,97108.579229
1342.0,130,97121.438928
1355.0,126,97135.590264
601.0,204,97156.056451
1777.0,209,97179.730199
641.0,80,97186.779096
3051.0,438,97233.643403
1554.0,219,97257.330745
1357.0,120,97269.370023
1357.0,120,97280.944263
1352.0,120,97295.100676
1357.0,120,97306.84517
612.0,57,97312.441497
612.0,57,97317.828745
612.0,57,97323.475041
612.0,57,97329.221544
1353.0,133,97342.051972
2058.0,748,97419.823712
2352.0,376,97458.887041
612.0,58,97464.612818
3113.0,583,97525.022003
3006.0,684,97595.357126
606.0,61,97601.460029
614.0,58,97609.140769
1675.0,178,97628.8406
613.0,58,97634.856107
1054.0,120,97646.537503
610.0,58,97653.817734
1355.0,121,97666.299678
3029.0,529,97720.70795
2366.0,285,97748.602351
115.0,77,97756.212018
1045.0,166,97774.803892
2519.0,467,97820.145678
653.0,67,97827.387292
1357.0,121,97841.560318
1937.0,255,97866.781424
2339.0,449,97914.060129
612.0,57,97921.58838
603.0,62,97927.806885
2519.0,615,97990.091426
1713.0,179,98006.794808
613.0,58,98012.741841
1823.0,192,98033.760493
614.0,58,98040.251502
2039.0,748,98118.647278
2616.0,369,98156.645964
1788.0,199,98176.463761
653.0,67,98184.997239
1917.0,214,98206.335389
2551.0,715,98281.398261
823.0,129,98293.660845
1040.0,137,98307.543306
1040.0,138,98323.296777
808.0,173,98340.240418
1771.0,225,98365.327852
1059.0,117,98378.950464
1057.0,97,98388.491633
2371.0,266,98416.871135
1057.0,101,98426.83515
2059.0,748,98502.131216
1054.0,126,98516.020833
1055.0,102,98526.400827
1044.0,138,98540.078116
1044.0,137,98552.887457
614.0,61,98559.291933
822.0,126,98571.424635
2225.0,748,98647.187797
1440.0,164,98663.544435
653.0,67,98671.887039
610.0,57,98677.405113
3036.0,486,98727.31762
613.0,58,98732.874019
2054.0,748,98811.27991
1943.0,185,98831.82966
1975.0,178,98848.964548
1898.0,168,98866.127032
2629.0,486,98916.745637
1741.0,157,98932.16978
612.0,57,98937.72171
2994.0,670,99007.015666
1057.0,100,99016.959362
1331.0,133,99029.941437
1053.0,97,99041.494377
1058.0,97,99051.262775
2329.0,593,99111.714901
1057.0,97,99120.324439
2568.0,730,99201.641727
1936.0,171,99218.638619
822.0,127,99231.445774
2372.0,294,99262.269209
3035.0,589,99321.560868
617.0,57,99327.731047
250.0,27,99330.524739
612.0,57,99336.93467
612.0,57,99342.432018
1057.0,100,99354.267616
612.0,57,99360.216944
1709.0,156,99375.69173
2715.0,436,99423.923729
3019.0,558,99480.688982
2322.0,505,99534.850801
1056.0,105,99544.332271
2343.0,469,99597.348122
1057.0,97,99606.857924
2660.0,312,99637.432135
1708.0,158,99655.077829
1707.0,159,99672.32907
1718.0,161,99688.822447
1050.0,101,99698.571882
605.0,58,99703.535043
2412.0,748,99782.657014
1701.0,168,99800.897833
2657.0,301,99830.878858
1905.0,309,99863.262942
1338.0,127,99878.065337
1925.0,192,99896.990124
1409.0,399,99937.644719
2652.0,285,99966.07602
1986.0,748,100043.796621
2359.0,279,100073.206737
1443.0,129,100085.969437
607.0,57,100091.453123
2372.0,287,100121.224064
1057.0,97,100131.222796
1058.0,97,100140.76357
3039.0,448,100189.241722
1057.0,97,100198.834106
3789.0,996,100305.300125
1836.0,177,100325.001913
1060.0,105,100335.395124
2998.0,748,100410.702562
2380.0,307,100442.343827
1923.0,190,100460.994669
1713.0,159,100478.024304
2335.0,364,100516.175109
739.0,70,100523.910188
3115.0,746,100603.538011
1051.0,98,100613.152906
1059.0,97,100623.773772
2379.0,238,100648.250998
1433.0,141,100660.951578
1052.0,98,100671.185674
2181.0,748,100750.093678
1900.0,171,100769.198646
1935.0,178,100786.606793
1704.0,150,100801.425531
2380.0,273,100830.969126
2386.0,230,100854.015389
1827.0,434,100900.325232
1917.0,188,100919.29248
815.0,127,100934.017489
1702.0,154,100948.735492
628.0,83,100958.631273
2373.0,245,100985.971193
2979.0,697,101058.768648
1922.0,187,101079.488066
1931.0,215,101100.42231
1586.0,219,101124.341886
3027.0,599,101183.695743
1684.0,306,101215.977251
2321.0,480,101268.29198
1938.0,169,101284.002279
1691.0,242,101310.693868
1944.0,176,101327.809485
1710.0,171,101346.806465
2054.0,748,101424.306482
2268.0,637,101488.770796
1422.0,144,101503.840623
3045.0,394,101545.135597
2651.0,246,101571.313271
1936.0,170,101588.442154
3402.0,732,101666.500381
614.0,58,101672.439402
3048.0,406,101712.406697
2069.0,748,101790.738865
3030.0,539,101847.578719
1712.0,158,101863.776157
3033.0,583,101924.984378
1044.0,136,101938.1823
925.0,725,102012.474258
2387.0,261,102040.357066
2366.0,305,102072.123563
3056.0,430,102115.520954
2043.0,748,102192.469542
3028.0,687,102267.178146
3160.0,493,102320.106456
2372.0,269,102345.653157
1696.0,190,102365.901067
3169.0,409,102413.265587
1922.0,212,102433.951292
2667.0,245,102457.959635
1868.0,177,102477.173841
2348.0,377,102520.301074
2811.0,748,102593.808125
3108.0,666,102669.378613
1913.0,233,102691.812117
2817.0,748,102768.244931
1957.0,181,102787.9917
2064.0,748,102866.439327
1714.0,155,102881.795352
3049.0,496,102930.184194
1936.0,174,102948.814773
2376.0,218,102971.608821
2803.0,748,103047.038656
1359.0,127,103061.914653
2381.0,221,103083.362395
2376.0,295,103114.781936
1336.0,131,103127.314861
3028.0,575,103185.816422
3647.0,457,103237.585212
561.0,398,103276.531552
1427.0,161,103294.619485
653.0,67,103301.025437
3037.0,511,103355.61707
403.0,748,103433.408025
1361.0,128,103445.95629
2587.0,621,103509.726711
3038.0,483,103560.705605
1435.0,268,103587.641104
3033.0,520,103641.921224
651.0,65,103648.196651
2334.0,406,103691.902234
822.0,129,103704.904807
1056.0,109,103715.533168
3004.0,625,103781.141445
3075.0,353,103818.18387
1935.0,220,103839.650658
1961.0,193,103860.910341
2336.0,513,103913.205559
1346.0,125,103925.578409
2603.0,549,103983.172631
2642.0,291,104012.935662
2049.0,748,104089.442329
2979.0,695,104162.154387
1922.0,226,104186.750384
2806.0,748,104265.45708
606.0,57,104271.0831
606.0,57,104276.000767
613.0,61,104282.040768
2300.0,593,104344.74919
243.0,30,104347.890051
2081.0,748,104425.719377
3035.0,405,104467.736556
3049.0,425,104509.415432
635.0,70,104518.095313
2023.0,748,104598.961997
1696.0,204,104618.753338
3041.0,441,104664.338024
648.0,68,104670.457367
761.0,150,104685.460541
1708.0,166,104701.443543
593.0,123,104715.001487
398.0,748,104794.269787
2985.0,714,104868.665853
2351.0,315,104902.048428
3058.0,355,104940.577543
2962.0,748,105019.455128
2648.0,242,105043.07884
3005.0,646,105108.979334
1923.0,177,105129.60772
2991.0,657,105198.731311
1051.0,106,105209.319019
2363.0,368,105247.559074
1668.0,301,105279.492313
1865.0,463,105329.793621
2956.0,748,105405.503222
1933.0,232,105428.231283
403.0,748,105508.436225
3052.0,455,105555.483763
1701.0,186,105575.464106
2668.0,258,105602.331119
653.0,67,105608.955035
2308.0,563,105667.695662
1021.0,229,105690.642612
2346.0,385,105730.696483
3140.0,745,105812.830761
1878.0,206,105833.210438
1441.0,137,105846.480558
821.0,130,105859.366385
3061.0,312,105892.294809
1941.0,174,105911.650421
1861.0,181,105929.541737
714.0,160,105947.433729
2064.0,748,106025.273947
246.0,33,106028.963403
823.0,152,106045.399815
1911.0,331,106078.933075
1042.0,154,106096.546394
1057.0,97,106106.611091
1056.0,97,106116.132691
3046.0,434,106160.756538
1720.0,165,106177.870107
2371.0,287,106208.20729
1340.0,138,106223.957078
821.0,131,106238.322689
2366.0,275,106266.006822
3547.0,806,106350.707362
1878.0,220,106371.988442
1443.0,137,106387.115073
1439.0,131,106400.528713
1056.0,100,106410.414567
2768.0,748,106487.108538
2377.0,269,106514.641936
1442.0,165,106532.978352
